CONTRACT_ID,PLAN_ID,RXCUI,TIER,QUANTITY_LIMIT_YN,QUANTITY_LIMIT_AMOUNT,QUANTITY_LIMIT_DAYS,PRIOR_AUTH_YN,STEP_THERAPY_YN,CAPPED_BENEFIT_YN
H0028,14,312950,1,1,6,30,N,N,N
H0028,14,1551474,2,1,120,30,Y,N,N
H0028,14,314228,1,1,6,30,N,N,N
H0028,14,314229,1,1,6,30,N,N,N
H0028,16,312950,1,1,6,30,N,N,N
H0028,16,1551474,2,1,120,30,Y,N,N
H0028,16,314228,1,1,6,30,N,N,N
H0028,16,314229,1,1,6,30,N,N,N
H0028,17,312950,1,1,6,30,N,N,N
H0028,17,1551474,2,1,120,30,Y,N,N
H0028,17,314228,1,1,6,30,N,N,N
H0028,17,314229,1,1,6,30,N,N,N
H0028,19,312950,1,1,6,30,N,N,N
H0028,19,1551474,2,1,120,30,Y,N,N
H0028,19,314228,1,1,6,30,N,N,N
H0028,19,314229,1,1,6,30,N,N,N
H0028,21,312950,1,1,6,30,N,N,N
H0028,21,1551474,2,1,120,30,Y,N,N
H0028,21,314228,1,1,6,30,N,N,N
H0028,21,314229,1,1,6,30,N,N,N
H0028,24,312950,1,1,6,30,N,N,N
H0028,24,1551474,2,1,120,30,Y,N,N
H0028,24,314228,1,1,6,30,N,N,N
H0028,24,314229,1,1,6,30,N,N,N
H0028,25,312950,1,1,6,30,N,N,N
H0028,25,1551474,2,1,120,30,Y,N,N
H0028,25,314228,1,1,6,30,N,N,N
H0028,25,314229,1,1,6,30,N,N,N
H0028,27,312950,1,1,6,30,N,N,N
H0028,27,1551474,2,1,120,30,Y,N,N
H0028,27,314228,1,1,6,30,N,N,N
H0028,27,314229,1,1,6,30,N,N,N
H0028,28,312950,1,1,6,30,N,N,N
H0028,28,1551474,2,1,120,30,Y,N,N
H0028,28,314228,1,1,6,30,N,N,N
H0028,28,314229,1,1,6,30,N,N,N
H0028,47,312950,1,1,6,30,N,N,N
H0028,47,1551474,2,1,120,30,Y,N,N
H0028,47,314228,1,1,6,30,N,N,N
H0028,47,314229,1,1,6,30,N,N,N
H0028,48,312950,1,1,6,30,N,N,N
H0028,48,1551474,2,1,120,30,Y,N,N
H0028,48,314228,1,1,6,30,N,N,N
H0028,48,314229,1,1,6,30,N,N,N
H0028,51,312950,1,1,6,30,N,N,N
H0028,51,1551474,2,1,120,30,Y,N,N
H0028,51,314228,1,1,6,30,N,N,N
H0028,51,314229,1,1,6,30,N,N,N
H0028,53,312950,1,1,6,30,N,N,N
H0028,53,1551474,2,1,120,30,Y,N,N
H0028,53,314228,1,1,6,30,N,N,N
H0028,53,314229,1,1,6,30,N,N,N
H0028,54,312950,1,1,6,30,N,N,N
H0028,54,1551474,2,1,120,30,Y,N,N
H0028,54,314228,1,1,6,30,N,N,N
H0028,54,314229,1,1,6,30,N,N,N
H0028,55,312950,1,1,6,30,N,N,N
H0028,55,1551474,2,1,120,30,Y,N,N
H0028,55,314228,1,1,6,30,N,N,N
H0028,55,314229,1,1,6,30,N,N,N
H0028,56,312950,1,1,6,30,N,N,N
H0028,56,1551474,2,1,120,30,Y,N,N
H0028,56,314228,1,1,6,30,N,N,N
H0028,56,314229,1,1,6,30,N,N,N
H0028,62,2598453,1,0, , ,N,N,N
H0028,62,312950,1,1,6,30,N,N,N
H0028,62,1367410,1,0, , ,N,N,N
H0028,62,1551474,2,1,120,30,Y,N,N
H0028,62,310410,1,0, , ,N,N,N
H0028,62,314228,1,1,6,30,N,N,N
H0028,62,309594,1,0, , ,N,N,N
H0028,62,314229,1,1,6,30,N,N,N
H0028,63,2598453,1,0, , ,N,N,N
H0028,63,312950,1,1,6,30,N,N,N
H0028,63,1367410,1,0, , ,N,N,N
H0028,63,1551474,2,1,120,30,Y,N,N
H0028,63,310410,1,0, , ,N,N,N
H0028,63,314228,1,1,6,30,N,N,N
H0028,63,309594,1,0, , ,N,N,N
H0028,63,314229,1,1,6,30,N,N,N
H0028,65,312950,1,1,6,30,N,N,N
H0028,65,1551474,2,1,120,30,Y,N,N
H0028,65,314228,1,1,6,30,N,N,N
H0028,65,314229,1,1,6,30,N,N,N
H0028,66,312950,1,1,6,30,N,N,N
H0028,66,1551474,2,1,120,30,Y,N,N
H0028,66,314228,1,1,6,30,N,N,N
H0028,66,314229,1,1,6,30,N,N,N
H0028,73,312950,1,1,6,30,N,N,N
H0028,73,314228,1,1,6,30,N,N,N
H0028,73,314229,1,1,6,30,N,N,N
H0028,74,312950,1,1,6,30,N,N,N
H0028,74,1551474,2,1,120,30,Y,N,N
H0028,74,314228,1,1,6,30,N,N,N
H0028,74,314229,1,1,6,30,N,N,N
H0028,75,312950,1,1,6,30,N,N,N
H0028,75,1551474,2,1,120,30,Y,N,N
H0028,75,314228,1,1,6,30,N,N,N
H0028,75,314229,1,1,6,30,N,N,N
H0029,9,2598453,1,0, , ,N,N,N
H0029,9,312950,1,1,6,30,N,N,N
H0029,9,402273,1,1,6,30,N,N,N
H0029,9,1367410,1,0, , ,N,N,N
H0029,9,310410,1,0, , ,N,N,N
H0029,9,314228,1,1,6,30,N,N,N
H0029,9,309594,1,0, , ,N,N,N
H0029,9,349478,1,1,6,30,N,N,N
H0029,9,349479,1,1,6,30,N,N,N
H0029,9,349480,1,1,6,30,N,N,N
H0029,9,314229,1,1,6,30,N,N,N
H0029,11,2598453,1,0, , ,N,N,N
H0029,11,312950,1,1,6,30,N,N,N
H0029,11,402273,1,1,6,30,N,N,N
H0029,11,1367410,1,0, , ,N,N,N
H0029,11,310410,1,0, , ,N,N,N
H0029,11,314228,1,1,6,30,N,N,N
H0029,11,309594,1,0, , ,N,N,N
H0029,11,349478,1,1,6,30,N,N,N
H0029,11,349479,1,1,6,30,N,N,N
H0029,11,349480,1,1,6,30,N,N,N
H0029,11,314229,1,1,6,30,N,N,N
H0074,1,2598453,1,0, , ,N,N,N
H0074,1,312950,1,1,6,30,N,N,N
H0074,1,402273,1,1,6,30,N,N,N
H0074,1,1367410,1,0, , ,N,N,N
H0074,1,310410,1,0, , ,N,N,N
H0074,1,314228,1,1,6,30,N,N,N
H0074,1,309594,1,0, , ,N,N,N
H0074,1,349478,1,1,6,30,N,N,N
H0074,1,349479,1,1,6,30,N,N,N
H0074,1,349480,1,1,6,30,N,N,N
H0074,1,314229,1,1,6,30,N,N,N
H0111,1,2598453,1,0, , ,N,N,N
H0111,1,312950,1,1,6,30,N,N,N
H0111,1,402273,1,1,6,30,N,N,N
H0111,1,1367410,1,0, , ,N,N,N
H0111,1,310410,1,0, , ,N,N,N
H0111,1,314228,1,1,6,30,N,N,N
H0111,1,309594,1,0, , ,N,N,N
H0111,1,349478,1,1,6,30,N,N,N
H0111,1,349479,1,1,6,30,N,N,N
H0111,1,349480,1,1,6,30,N,N,N
H0111,1,314229,1,1,6,30,N,N,N
H0174,2,2598453,1,0, , ,N,N,N
H0174,2,312950,1,1,6,30,N,N,N
H0174,2,402273,1,1,6,30,N,N,N
H0174,2,1367410,1,0, , ,N,N,N
H0174,2,310410,1,0, , ,N,N,N
H0174,2,314228,1,1,6,30,N,N,N
H0174,2,309594,1,0, , ,N,N,N
H0174,2,349478,1,1,6,30,N,N,N
H0174,2,349479,1,1,6,30,N,N,N
H0174,2,349480,1,1,6,30,N,N,N
H0174,2,314229,1,1,6,30,N,N,N
H0174,10,2598453,1,0, , ,N,N,N
H0174,10,312950,1,1,6,30,N,N,N
H0174,10,402273,1,1,6,30,N,N,N
H0174,10,1367410,1,0, , ,N,N,N
H0174,10,310410,1,0, , ,N,N,N
H0174,10,314228,1,1,6,30,N,N,N
H0174,10,309594,1,0, , ,N,N,N
H0174,10,349478,1,1,6,30,N,N,N
H0174,10,349479,1,1,6,30,N,N,N
H0174,10,349480,1,1,6,30,N,N,N
H0174,10,314229,1,1,6,30,N,N,N
H0174,14,2598453,1,0, , ,N,N,N
H0174,14,312950,1,1,6,30,N,N,N
H0174,14,402273,1,1,6,30,N,N,N
H0174,14,1367410,1,0, , ,N,N,N
H0174,14,310410,1,0, , ,N,N,N
H0174,14,314228,1,1,6,30,N,N,N
H0174,14,309594,1,0, , ,N,N,N
H0174,14,349478,1,1,6,30,N,N,N
H0174,14,349479,1,1,6,30,N,N,N
H0174,14,349480,1,1,6,30,N,N,N
H0174,14,314229,1,1,6,30,N,N,N
H0174,15,2598453,1,0, , ,N,N,N
H0174,15,312950,1,1,6,30,N,N,N
H0174,15,402273,1,1,6,30,N,N,N
H0174,15,1367410,1,0, , ,N,N,N
H0174,15,310410,1,0, , ,N,N,N
H0174,15,314228,1,1,6,30,N,N,N
H0174,15,309594,1,0, , ,N,N,N
H0174,15,349478,1,1,6,30,N,N,N
H0174,15,349479,1,1,6,30,N,N,N
H0174,15,349480,1,1,6,30,N,N,N
H0174,15,314229,1,1,6,30,N,N,N
H0174,16,2598453,1,0, , ,N,N,N
H0174,16,312950,1,1,6,30,N,N,N
H0174,16,402273,1,1,6,30,N,N,N
H0174,16,1367410,1,0, , ,N,N,N
H0174,16,310410,1,0, , ,N,N,N
H0174,16,314228,1,1,6,30,N,N,N
H0174,16,309594,1,0, , ,N,N,N
H0174,16,349478,1,1,6,30,N,N,N
H0174,16,349479,1,1,6,30,N,N,N
H0174,16,349480,1,1,6,30,N,N,N
H0174,16,314229,1,1,6,30,N,N,N
H0174,17,2598453,1,0, , ,N,N,N
H0174,17,312950,1,1,6,30,N,N,N
H0174,17,402273,1,1,6,30,N,N,N
H0174,17,1367410,1,0, , ,N,N,N
H0174,17,310410,1,0, , ,N,N,N
H0174,17,314228,1,1,6,30,N,N,N
H0174,17,309594,1,0, , ,N,N,N
H0174,17,349478,1,1,6,30,N,N,N
H0174,17,349479,1,1,6,30,N,N,N
H0174,17,349480,1,1,6,30,N,N,N
H0174,17,314229,1,1,6,30,N,N,N
H0174,18,2598453,1,0, , ,N,N,N
H0174,18,312950,1,1,6,30,N,N,N
H0174,18,402273,1,1,6,30,N,N,N
H0174,18,1367410,1,0, , ,N,N,N
H0174,18,310410,1,0, , ,N,N,N
H0174,18,314228,1,1,6,30,N,N,N
H0174,18,309594,1,0, , ,N,N,N
H0174,18,349478,1,1,6,30,N,N,N
H0174,18,349479,1,1,6,30,N,N,N
H0174,18,349480,1,1,6,30,N,N,N
H0174,18,314229,1,1,6,30,N,N,N
H0174,19,2598453,1,0, , ,N,N,N
H0174,19,312950,1,1,6,30,N,N,N
H0174,19,402273,1,1,6,30,N,N,N
H0174,19,1367410,1,0, , ,N,N,N
H0174,19,310410,1,0, , ,N,N,N
H0174,19,314228,1,1,6,30,N,N,N
H0174,19,309594,1,0, , ,N,N,N
H0174,19,349478,1,1,6,30,N,N,N
H0174,19,349479,1,1,6,30,N,N,N
H0174,19,349480,1,1,6,30,N,N,N
H0174,19,314229,1,1,6,30,N,N,N
H0174,20,2598453,1,0, , ,N,N,N
H0174,20,312950,1,1,6,30,N,N,N
H0174,20,402273,1,1,6,30,N,N,N
H0174,20,1367410,1,0, , ,N,N,N
H0174,20,310410,1,0, , ,N,N,N
H0174,20,314228,1,1,6,30,N,N,N
H0174,20,309594,1,0, , ,N,N,N
H0174,20,349478,1,1,6,30,N,N,N
H0174,20,349479,1,1,6,30,N,N,N
H0174,20,349480,1,1,6,30,N,N,N
H0174,20,314229,1,1,6,30,N,N,N
H0174,21,2598453,1,0, , ,N,N,N
H0174,21,312950,1,1,6,30,N,N,N
H0174,21,402273,1,1,6,30,N,N,N
H0174,21,1367410,1,0, , ,N,N,N
H0174,21,310410,1,0, , ,N,N,N
H0174,21,314228,1,1,6,30,N,N,N
H0174,21,309594,1,0, , ,N,N,N
H0174,21,349478,1,1,6,30,N,N,N
H0174,21,349479,1,1,6,30,N,N,N
H0174,21,349480,1,1,6,30,N,N,N
H0174,21,314229,1,1,6,30,N,N,N
H0270,1,2598453,1,0, , ,N,N,N
H0270,1,312950,1,1,6,30,N,N,N
H0270,1,402273,1,1,6,30,N,N,N
H0270,1,1367410,1,0, , ,N,N,N
H0270,1,310410,1,0, , ,N,N,N
H0270,1,314228,1,1,6,30,N,N,N
H0270,1,309594,1,0, , ,N,N,N
H0270,1,349478,1,1,6,30,N,N,N
H0270,1,349479,1,1,6,30,N,N,N
H0270,1,349480,1,1,6,30,N,N,N
H0270,1,314229,1,1,6,30,N,N,N
H0294,2,312950,2,1,4,30,N,N,N
H0294,2,1367410,2,0, , ,N,N,N
H0294,2,310410,2,0, , ,N,N,N
H0294,2,314228,2,1,4,30,N,N,N
H0294,2,309594,2,0, , ,N,N,N
H0294,2,314229,2,1,4,30,N,N,N
H0294,4,312950,2,1,4,30,N,N,N
H0294,4,1367410,2,0, , ,N,N,N
H0294,4,310410,2,0, , ,N,N,N
H0294,4,314228,2,1,4,30,N,N,N
H0294,4,309594,2,0, , ,N,N,N
H0294,4,314229,2,1,4,30,N,N,N
H0294,12,312950,2,1,4,30,N,N,N
H0294,12,1367410,2,0, , ,N,N,N
H0294,12,310410,2,0, , ,N,N,N
H0294,12,314228,2,1,4,30,N,N,N
H0294,12,309594,2,0, , ,N,N,N
H0294,12,314229,2,1,4,30,N,N,N
H0294,15,312950,2,1,4,30,N,N,N
H0294,15,1367410,2,0, , ,N,N,N
H0294,15,310410,2,0, , ,N,N,N
H0294,15,314228,2,1,4,30,N,N,N
H0294,15,309594,2,0, , ,N,N,N
H0294,15,314229,2,1,4,30,N,N,N
H0294,16,312950,2,1,4,30,N,N,N
H0294,16,1367410,2,0, , ,N,N,N
H0294,16,310410,2,0, , ,N,N,N
H0294,16,314228,2,1,4,30,N,N,N
H0294,16,309594,2,0, , ,N,N,N
H0294,16,314229,2,1,4,30,N,N,N
H0294,17,312950,2,1,4,30,N,N,N
H0294,17,1367410,2,0, , ,N,N,N
H0294,17,310410,2,0, , ,N,N,N
H0294,17,314228,2,1,4,30,N,N,N
H0294,17,309594,2,0, , ,N,N,N
H0294,17,314229,2,1,4,30,N,N,N
H0294,18,312950,2,1,4,30,N,N,N
H0294,18,1367410,2,0, , ,N,N,N
H0294,18,310410,2,0, , ,N,N,N
H0294,18,314228,2,1,4,30,N,N,N
H0294,18,309594,2,0, , ,N,N,N
H0294,18,314229,2,1,4,30,N,N,N
H0294,23,312950,2,1,4,30,N,N,N
H0294,23,1367410,2,0, , ,N,N,N
H0294,23,310410,2,0, , ,N,N,N
H0294,23,314228,2,1,4,30,N,N,N
H0294,23,309594,2,0, , ,N,N,N
H0294,23,314229,2,1,4,30,N,N,N
H0294,26,312950,2,1,4,30,N,N,N
H0294,26,1367410,2,0, , ,N,N,N
H0294,26,310410,2,0, , ,N,N,N
H0294,26,314228,2,1,4,30,N,N,N
H0294,26,309594,2,0, , ,N,N,N
H0294,26,314229,2,1,4,30,N,N,N
H0294,32,312950,2,1,4,30,N,N,N
H0294,32,1367410,2,0, , ,N,N,N
H0294,32,310410,2,0, , ,N,N,N
H0294,32,314228,2,1,4,30,N,N,N
H0294,32,309594,2,0, , ,N,N,N
H0294,32,314229,2,1,4,30,N,N,N
H0294,37,312950,2,1,4,30,N,N,N
H0294,37,1367410,2,0, , ,N,N,N
H0294,37,310410,2,0, , ,N,N,N
H0294,37,314228,2,1,4,30,N,N,N
H0294,37,309594,2,0, , ,N,N,N
H0294,37,314229,2,1,4,30,N,N,N
H0294,38,312950,2,1,4,30,N,N,N
H0294,38,1367410,2,0, , ,N,N,N
H0294,38,310410,2,0, , ,N,N,N
H0294,38,314228,2,1,4,30,N,N,N
H0294,38,309594,2,0, , ,N,N,N
H0294,38,314229,2,1,4,30,N,N,N
H0294,39,312950,2,1,4,30,N,N,N
H0294,39,1367410,2,0, , ,N,N,N
H0294,39,310410,2,0, , ,N,N,N
H0294,39,314228,2,1,4,30,N,N,N
H0294,39,309594,2,0, , ,N,N,N
H0294,39,314229,2,1,4,30,N,N,N
H0294,43,312950,2,1,4,30,N,N,N
H0294,43,1367410,2,0, , ,N,N,N
H0294,43,310410,2,0, , ,N,N,N
H0294,43,314228,2,1,4,30,N,N,N
H0294,43,309594,2,0, , ,N,N,N
H0294,43,314229,2,1,4,30,N,N,N
H0294,44,312950,2,1,4,30,N,N,N
H0294,44,1367410,2,0, , ,N,N,N
H0294,44,310410,2,0, , ,N,N,N
H0294,44,314228,2,1,4,30,N,N,N
H0294,44,309594,2,0, , ,N,N,N
H0294,44,314229,2,1,4,30,N,N,N
H0294,46,312950,2,1,4,30,N,N,N
H0294,46,1367410,2,0, , ,N,N,N
H0294,46,310410,2,0, , ,N,N,N
H0294,46,314228,2,1,4,30,N,N,N
H0294,46,309594,2,0, , ,N,N,N
H0294,46,314229,2,1,4,30,N,N,N
H0294,47,312950,2,1,4,30,N,N,N
H0294,47,1367410,2,0, , ,N,N,N
H0294,47,310410,2,0, , ,N,N,N
H0294,47,314228,2,1,4,30,N,N,N
H0294,47,309594,2,0, , ,N,N,N
H0294,47,314229,2,1,4,30,N,N,N
H0332,4,312950,2,1,6,30,N,N,Y
H0332,4,1367410,2,0, , ,N,N,N
H0332,4,310410,2,1,30,30,N,N,N
H0332,4,314228,2,1,6,30,N,N,Y
H0332,4,309594,2,0, , ,N,N,N
H0332,4,314229,2,1,6,30,N,N,Y
H0332,9,312950,2,1,6,30,N,N,Y
H0332,9,1367410,2,0, , ,N,N,N
H0332,9,310410,2,1,30,30,N,N,N
H0332,9,314228,2,1,6,30,N,N,Y
H0332,9,309594,2,0, , ,N,N,N
H0332,9,314229,2,1,6,30,N,N,Y
H0342,1,996757,2,0, , ,N,N,N
H0342,1,1087459,2,0, , ,N,N,N
H0342,1,312950,2,1,4,30,N,N,N
H0342,1,402273,2,1,4,30,N,N,N
H0342,1,996179,2,1,4,30,N,N,N
H0342,1,1367410,1,0, , ,N,N,N
H0342,1,197397,2,0, , ,N,N,N
H0342,1,484814,2,1,4,30,N,N,N
H0342,1,402019,2,1,4,30,N,N,N
H0342,1,310410,1,0, , ,N,N,N
H0342,1,991486,2,0, , ,N,N,N
H0342,1,992656,2,0, , ,N,N,N
H0342,1,314228,2,1,4,30,N,N,N
H0342,1,309594,2,0, , ,N,N,N
H0342,1,903291,2,0, , ,N,N,N
H0342,1,283417,2,0, , ,N,N,N
H0342,1,349478,2,1,4,30,N,N,N
H0342,1,349479,2,1,4,30,N,N,N
H0342,1,349480,2,1,4,30,N,N,N
H0342,1,314229,2,1,4,30,N,N,N
H0351,38,2598453,1,0, , ,N,N,N
H0351,38,312950,1,1,6,30,N,N,N
H0351,38,402273,1,1,6,30,N,N,N
H0351,38,1367410,1,0, , ,N,N,N
H0351,38,310410,1,0, , ,N,N,N
H0351,38,314228,1,1,6,30,N,N,N
H0351,38,309594,1,0, , ,N,N,N
H0351,38,349478,1,1,6,30,N,N,N
H0351,38,349479,1,1,6,30,N,N,N
H0351,38,349480,1,1,6,30,N,N,N
H0351,38,314229,1,1,6,30,N,N,N
H0351,53,2598453,1,0, , ,N,N,N
H0351,53,312950,1,1,6,30,N,N,N
H0351,53,402273,1,1,6,30,N,N,N
H0351,53,1367410,1,0, , ,N,N,N
H0351,53,310410,1,0, , ,N,N,N
H0351,53,314228,1,1,6,30,N,N,N
H0351,53,309594,1,0, , ,N,N,N
H0351,53,349478,1,1,6,30,N,N,N
H0351,53,349479,1,1,6,30,N,N,N
H0351,53,349480,1,1,6,30,N,N,N
H0351,53,314229,1,1,6,30,N,N,N
H0351,54,2598453,1,0, , ,N,N,N
H0351,54,312950,1,1,6,30,N,N,N
H0351,54,402273,1,1,6,30,N,N,N
H0351,54,1367410,1,0, , ,N,N,N
H0351,54,310410,1,0, , ,N,N,N
H0351,54,314228,1,1,6,30,N,N,N
H0351,54,309594,1,0, , ,N,N,N
H0351,54,349478,1,1,6,30,N,N,N
H0351,54,349479,1,1,6,30,N,N,N
H0351,54,349480,1,1,6,30,N,N,N
H0351,54,314229,1,1,6,30,N,N,N
H0351,57,2598453,1,0, , ,N,N,N
H0351,57,312950,1,1,6,30,N,N,N
H0351,57,402273,1,1,6,30,N,N,N
H0351,57,1367410,1,0, , ,N,N,N
H0351,57,310410,1,0, , ,N,N,N
H0351,57,314228,1,1,6,30,N,N,N
H0351,57,309594,1,0, , ,N,N,N
H0351,57,349478,1,1,6,30,N,N,N
H0351,57,349479,1,1,6,30,N,N,N
H0351,57,349480,1,1,6,30,N,N,N
H0351,57,314229,1,1,6,30,N,N,N
H0351,63,2598453,1,0, , ,N,N,N
H0351,63,312950,1,1,6,30,N,N,N
H0351,63,402273,1,1,6,30,N,N,N
H0351,63,1367410,1,0, , ,N,N,N
H0351,63,310410,1,0, , ,N,N,N
H0351,63,314228,1,1,6,30,N,N,N
H0351,63,309594,1,0, , ,N,N,N
H0351,63,349478,1,1,6,30,N,N,N
H0351,63,349479,1,1,6,30,N,N,N
H0351,63,349480,1,1,6,30,N,N,N
H0351,63,314229,1,1,6,30,N,N,N
H0351,64,2598453,1,0, , ,N,N,N
H0351,64,312950,1,1,6,30,N,N,N
H0351,64,402273,1,1,6,30,N,N,N
H0351,64,1367410,1,0, , ,N,N,N
H0351,64,310410,1,0, , ,N,N,N
H0351,64,314228,1,1,6,30,N,N,N
H0351,64,309594,1,0, , ,N,N,N
H0351,64,349478,1,1,6,30,N,N,N
H0351,64,349479,1,1,6,30,N,N,N
H0351,64,349480,1,1,6,30,N,N,N
H0351,64,314229,1,1,6,30,N,N,N
H0351,65,2598453,1,0, , ,N,N,N
H0351,65,312950,1,1,6,30,N,N,N
H0351,65,402273,1,1,6,30,N,N,N
H0351,65,1367410,1,0, , ,N,N,N
H0351,65,310410,1,0, , ,N,N,N
H0351,65,314228,1,1,6,30,N,N,N
H0351,65,309594,1,0, , ,N,N,N
H0351,65,349478,1,1,6,30,N,N,N
H0351,65,349479,1,1,6,30,N,N,N
H0351,65,349480,1,1,6,30,N,N,N
H0351,65,314229,1,1,6,30,N,N,N
H0351,67,2598453,1,0, , ,N,N,N
H0351,67,312950,1,1,6,30,N,N,N
H0351,67,402273,1,1,6,30,N,N,N
H0351,67,1367410,1,0, , ,N,N,N
H0351,67,310410,1,0, , ,N,N,N
H0351,67,314228,1,1,6,30,N,N,N
H0351,67,309594,1,0, , ,N,N,N
H0351,67,349478,1,1,6,30,N,N,N
H0351,67,349479,1,1,6,30,N,N,N
H0351,67,349480,1,1,6,30,N,N,N
H0351,67,314229,1,1,6,30,N,N,N
H0351,69,2598453,1,0, , ,N,N,N
H0351,69,312950,1,1,6,30,N,N,N
H0351,69,402273,1,1,6,30,N,N,N
H0351,69,1367410,1,0, , ,N,N,N
H0351,69,310410,1,0, , ,N,N,N
H0351,69,314228,1,1,6,30,N,N,N
H0351,69,309594,1,0, , ,N,N,N
H0351,69,349478,1,1,6,30,N,N,N
H0351,69,349479,1,1,6,30,N,N,N
H0351,69,349480,1,1,6,30,N,N,N
H0351,69,314229,1,1,6,30,N,N,N
H0351,70,2598453,1,0, , ,N,N,N
H0351,70,312950,1,1,6,30,N,N,N
H0351,70,402273,1,1,6,30,N,N,N
H0351,70,1367410,1,0, , ,N,N,N
H0351,70,310410,1,0, , ,N,N,N
H0351,70,314228,1,1,6,30,N,N,N
H0351,70,309594,1,0, , ,N,N,N
H0351,70,349478,1,1,6,30,N,N,N
H0351,70,349479,1,1,6,30,N,N,N
H0351,70,349480,1,1,6,30,N,N,N
H0351,70,314229,1,1,6,30,N,N,N
H0354,1,312950,1,1,6,30,N,N,N
H0354,1,314228,1,1,6,30,N,N,N
H0354,1,314229,1,1,6,30,N,N,N
H0354,27,312950,1,1,6,30,N,N,N
H0354,27,314228,1,1,6,30,N,N,N
H0354,27,314229,1,1,6,30,N,N,N
H0354,28,312950,1,1,6,30,N,N,N
H0354,28,314228,1,1,6,30,N,N,N
H0354,28,314229,1,1,6,30,N,N,N
H0354,29,312950,1,1,6,30,N,N,N
H0354,29,314228,1,1,6,30,N,N,N
H0354,29,314229,1,1,6,30,N,N,N
H0354,30,312950,1,1,6,30,N,N,N
H0354,30,314228,1,1,6,30,N,N,N
H0354,30,314229,1,1,6,30,N,N,N
H0432,3,312950,2,1,4,30,N,N,N
H0432,3,1367410,2,0, , ,N,N,N
H0432,3,310410,2,0, , ,N,N,N
H0432,3,314228,2,1,4,30,N,N,N
H0432,3,309594,2,0, , ,N,N,N
H0432,3,314229,2,1,4,30,N,N,N
H0432,4,312950,2,1,4,30,N,N,N
H0432,4,1367410,2,0, , ,N,N,N
H0432,4,310410,2,0, , ,N,N,N
H0432,4,314228,2,1,4,30,N,N,N
H0432,4,309594,2,0, , ,N,N,N
H0432,4,314229,2,1,4,30,N,N,N
H0432,17,312950,2,1,4,30,N,N,N
H0432,17,1367410,2,0, , ,N,N,N
H0432,17,310410,2,0, , ,N,N,N
H0432,17,314228,2,1,4,30,N,N,N
H0432,17,309594,2,0, , ,N,N,N
H0432,17,314229,2,1,4,30,N,N,N
H0439,3,312950,1,1,6,30,N,N,N
H0439,3,314228,1,1,6,30,N,N,N
H0439,3,314229,1,1,6,30,N,N,N
H0439,6,312950,1,1,6,30,N,N,N
H0439,6,314228,1,1,6,30,N,N,N
H0439,6,314229,1,1,6,30,N,N,N
H0439,8,312950,1,1,6,30,N,N,N
H0439,8,314228,1,1,6,30,N,N,N
H0439,8,314229,1,1,6,30,N,N,N
H0439,9,312950,1,1,6,30,N,N,N
H0439,9,314228,1,1,6,30,N,N,N
H0439,9,314229,1,1,6,30,N,N,N
H0439,10,312950,1,1,6,30,N,N,N
H0439,10,314228,1,1,6,30,N,N,N
H0439,10,314229,1,1,6,30,N,N,N
H0439,11,312950,1,1,6,30,N,N,N
H0439,11,314228,1,1,6,30,N,N,N
H0439,11,314229,1,1,6,30,N,N,N
H0439,13,312950,1,1,6,30,N,N,N
H0439,13,314228,1,1,6,30,N,N,N
H0439,13,314229,1,1,6,30,N,N,N
H0439,15,312950,1,1,6,30,N,N,N
H0439,15,314228,1,1,6,30,N,N,N
H0439,15,314229,1,1,6,30,N,N,N
H0504,39,312950,2,1,4,30,N,N,N
H0504,39,314228,2,1,4,30,N,N,N
H0504,39,314229,2,1,4,30,N,N,N
H0504,40,312950,2,1,4,30,N,N,N
H0504,40,314228,2,1,4,30,N,N,N
H0504,40,314229,2,1,4,30,N,N,N
H0504,43,312950,2,1,4,30,N,N,N
H0504,43,314228,2,1,4,30,N,N,N
H0504,43,314229,2,1,4,30,N,N,N
H0543,13,312950,2,1,4,30,N,N,N
H0543,13,1367410,2,0, , ,N,N,N
H0543,13,310410,2,0, , ,N,N,N
H0543,13,314228,2,1,4,30,N,N,N
H0543,13,309594,2,0, , ,N,N,N
H0543,13,314229,2,1,4,30,N,N,N
H0543,19,312950,2,1,4,30,N,N,N
H0543,19,1367410,2,0, , ,N,N,N
H0543,19,310410,2,0, , ,N,N,N
H0543,19,314228,2,1,4,30,N,N,N
H0543,19,309594,2,0, , ,N,N,N
H0543,19,314229,2,1,4,30,N,N,N
H0543,35,312950,2,1,4,30,N,N,N
H0543,35,1367410,2,0, , ,N,N,N
H0543,35,310410,2,0, , ,N,N,N
H0543,35,314228,2,1,4,30,N,N,N
H0543,35,309594,2,0, , ,N,N,N
H0543,35,314229,2,1,4,30,N,N,N
H0543,36,312950,2,1,4,30,N,N,N
H0543,36,1367410,2,0, , ,N,N,N
H0543,36,310410,2,0, , ,N,N,N
H0543,36,314228,2,1,4,30,N,N,N
H0543,36,309594,2,0, , ,N,N,N
H0543,36,314229,2,1,4,30,N,N,N
H0543,60,312950,2,1,4,30,N,N,N
H0543,60,1367410,2,0, , ,N,N,N
H0543,60,310410,2,0, , ,N,N,N
H0543,60,314228,2,1,4,30,N,N,N
H0543,60,309594,2,0, , ,N,N,N
H0543,60,314229,2,1,4,30,N,N,N
H0543,86,312950,2,1,4,30,N,N,N
H0543,86,1367410,2,0, , ,N,N,N
